;Lvl;PreEvol;HM;TM;Egg;Tutor;Move;TR;Pokemon
12057;;False;;18;False;False;Thief;;Talonflame
12058;;False;;24;False;False;Fire Spin;;Talonflame
12059;;False;;25;False;False;Facade;;Talonflame
12060;;False;;32;False;False;Swift;;Talonflame
12061;;False;;40;False;False;Air Cutter;;Talonflame
12062;;False;;47;False;False;Endure;;Talonflame
12063;;False;;49;False;False;Sunny Day;;Talonflame
12064;;False;;50;False;False;Rain Dance;;Talonflame
12065;;False;;60;False;False;U-turn;;Talonflame
12066;;False;;64;False;False;Bulk Up;;Talonflame
12067;;False;;65;False;False;Air Slash;;Talonflame
12068;;False;;70;False;False;Sleep Talk;;Talonflame
12069;;False;;85;False;False;Rest;;Talonflame
12070;;False;;87;False;False;Taunt;;Talonflame
12071;;False;;88;False;False;Swords Dance;;Talonflame
12072;;False;;103;False;False;Substitute;;Talonflame
12073;;False;;107;False;False;Will-O-Wisp;;Talonflame
12074;;False;;118;False;False;Heat Wave;;Talonflame
12075;;False;;125;False;False;Flamethrower;;Talonflame
12076;;False;;141;False;False;Fire Blast;;Talonflame
12077;;False;;152;False;False;Giga Impact;;Talonflame
12078;;False;;157;False;False;Overheat;;Talonflame
12079;;False;;160;False;False;Hurricane;;Talonflame
12080;;False;;163;False;False;Hyper Beam;;Talonflame
12081;;False;;168;False;False;Solar Beam;;Talonflame
12082;;False;;171;False;False;Tera Blast;;Talonflame
12083;;False;;;True;False;Defog;;Talonflame
12084;;False;;;True;False;Quick Guard;;Talonflame
12085;1;False;;;False;False;String Shot;;Scatterbug
12086;1;False;;;False;False;Tackle;;Scatterbug
12087;6;False;;;False;False;Stun Spore;;Scatterbug
12088;15;False;;;False;False;Bug Bite;;Scatterbug
12089;;False;;15;False;False;Struggle Bug;;Scatterbug
12090;;False;;21;False;False;Pounce;;Scatterbug
12091;;False;;171;False;False;Tera Blast;;Scatterbug
12092;;False;;;True;False;Poison Powder;;Scatterbug
12093;;False;;;True;False;Rage Powder;;Scatterbug
12094;1;False;;;False;False;Harden;;Spewpa
12095;;False;;07;False;False;Protect;;Spewpa
12096;;False;;15;False;False;Struggle Bug;;Spewpa
12097;;False;;21;False;False;Pounce;;Spewpa
12098;;False;;104;False;False;Iron Defense;;Spewpa
12099;;False;;171;False;False;Tera Blast;;Spewpa
12100;;False;;;True;False;Poison Powder;;Spewpa
12101;;False;;;True;False;Rage Powder;;Spewpa
12102;1;False;;;False;False;Growl;;Fletchling
12103;1;False;;;False;False;Peck;;Fletchling
12104;5;False;;;False;False;Quick Attack;;Fletchling
12105;10;False;;;False;False;Ember;;Fletchling
12106;15;False;;;False;False;Flail;;Fletchling
12107;20;False;;14;False;False;Acrobatics;;Fletchling
12108;25;False;;04;False;False;Agility;;Fletchling
12109;30;False;;27;False;False;Aerial Ace;;Fletchling
12110;35;False;;113;False;False;Tailwind;;Fletchling
12111;40;False;;;False;False;Steel Wing;;Fletchling
12112;45;False;;;False;False;Roost;;Fletchling
12113;50;False;;97;False;False;Fly;;Fletchling
12114;;False;;01;False;False;Take Down;;Fletchling
12115;;False;;07;False;False;Protect;;Fletchling
12116;;False;;18;False;False;Thief;;Fletchling
12117;;False;;25;False;False;Facade;;Fletchling
12118;;False;;32;False;False;Swift;;Fletchling
12119;;False;;38;True;False;Flame Charge;;Fletchling
12120;;False;;40;False;False;Air Cutter;;Fletchling
12121;;False;;47;False;False;Endure;;Fletchling
12122;;False;;49;False;False;Sunny Day;;Fletchling
12123;;False;;50;False;False;Rain Dance;;Fletchling
12124;;False;;60;False;False;U-turn;;Fletchling
12125;;False;;65;False;False;Air Slash;;Fletchling
12126;;False;;70;False;False;Sleep Talk;;Fletchling
12127;;False;;85;False;False;Rest;;Fletchling
12128;;False;;87;False;False;Taunt;;Fletchling
12129;;False;;88;False;False;Swords Dance;;Fletchling
12130;;False;;103;False;False;Substitute;;Fletchling
12131;;False;;118;False;False;Heat Wave;;Fletchling
12132;;False;;157;False;False;Overheat;;Fletchling
12133;;False;;160;False;False;Hurricane;;Fletchling
12134;;False;;164;False;False;Brave Bird;;Fletchling
12135;;False;;165;False;False;Flare Blitz;;Fletchling
12136;;False;;171;False;False;Tera Blast;;Fletchling
12137;;False;;;True;False;Defog;;Fletchling
12138;;False;;;True;False;Quick Guard;;Fletchling
12139;1;False;;;True;False;Poison Powder;;Vivillon
12140;1;False;;;False;False;Sleep Powder;;Vivillon
12141;1;False;;15;False;False;Struggle Bug;;Vivillon
12142;1;False;;;False;False;Stun Spore;;Vivillon
12143;12;False;;75;False;False;Light Screen;;Vivillon
12144;17;False;;16;False;False;Psybeam;;Vivillon
12145;21;False;;;False;False;Supersonic;;Vivillon
12146;25;False;;37;False;False;Draining Kiss;;Vivillon
12147;31;False;;;False;False;Safeguard;;Vivillon
12148;35;False;;162;False;False;Bug Buzz;;Vivillon
12149;45;False;;;False;False;Quiver Dance;;Vivillon
12150;50;False;;160;False;False;Hurricane;;Vivillon
12151;;False;;07;False;False;Protect;;Vivillon
12152;;False;;14;False;False;Acrobatics;;Vivillon
12153;;False;;17;False;False;Confuse Ray;;Vivillon
12154;;False;;18;False;False;Thief;;Vivillon
12155;;False;;21;False;False;Pounce;;Vivillon
12156;;False;;25;False;False;Facade;;Vivillon
12157;;False;;32;False;False;Swift;;Vivillon
12158;;False;;40;False;False;Air Cutter;;Vivillon
12159;;False;;47;False;False;Endure;;Vivillon
12160;;False;;49;False;False;Sunny Day;;Vivillon
12161;;False;;50;False;False;Rain Dance;;Vivillon
12162;;False;;60;False;False;U-turn;;Vivillon
12163;;False;;65;False;False;Air Slash;;Vivillon
12164;;False;;70;False;False;Sleep Talk;;Vivillon
12165;;False;;85;False;False;Rest;;Vivillon
12166;;False;;103;False;False;Substitute;;Vivillon
12167;;False;;104;False;False;Iron Defense;;Vivillon
12168;;False;;111;False;False;Giga Drain;;Vivillon
12169;;False;;113;False;False;Tailwind;;Vivillon
12170;;False;;119;False;False;Energy Ball;;Vivillon
12171;;False;;120;False;False;Psychic;;Vivillon
12172;;False;;131;False;False;Pollen Puff;;Vivillon
12173;;False;;152;False;False;Giga Impact;;Vivillon
12174;;False;;163;False;False;Hyper Beam;;Vivillon
12175;;False;;168;False;False;Solar Beam;;Vivillon
12176;;False;;171;False;False;Tera Blast;;Vivillon
12177;;False;;;True;False;Rage Powder;;Vivillon
12178;1;False;;;False;False;Leer;;Litleo
12179;1;False;;;False;False;Tackle;;Litleo
12180;5;False;;;False;False;Ember;;Litleo
12181;8;False;;;False;False;Work Up;;Litleo
12182;11;False;;;False;False;Headbutt;;Litleo
12183;15;False;;;False;False;Noble Roar;;Litleo
12184;20;False;;01;False;False;Take Down;;Litleo
12185;23;False;;08;False;False;Fire Fang;;Litleo
12186;28;False;;;False;False;Endeavor;;Litleo
12187;33;False;;;False;False;Echoed Voice;;Litleo
12188;36;False;;125;False;False;Flamethrower;;Litleo
12189;39;False;;108;False;False;Crunch;;Litleo
12190;43;False;;117;False;False;Hyper Voice;;Litleo
12191;46;False;;;False;False;Incinerate;;Litleo
12192;50;False;;157;False;False;Overheat;;Litleo
12193;;False;;05;False;False;Mud-Slap;;Litleo
12194;;False;;07;False;False;Protect;;Litleo
12195;;False;;09;False;False;Thunder Fang;;Litleo
12196;;False;;14;False;False;Acrobatics;;Litleo
12197;;False;;18;False;False;Thief;;Litleo
12198;;False;;20;False;False;Trailblaze;;Litleo
12199;;False;;24;True;False;Fire Spin;;Litleo
12200;;False;;25;False;False;Facade;;Litleo
12201;;False;;28;False;False;Bulldoze;;Litleo
12202;;False;;30;False;False;Snarl;;Litleo
12203;;False;;32;False;False;Swift;;Litleo
12204;;False;;38;False;False;Flame Charge;;Litleo
12205;;False;;47;False;False;Endure;;Litleo
12206;;False;;49;False;False;Sunny Day;;Litleo
12207;;False;;50;False;False;Rain Dance;;Litleo
12208;;False;;55;False;False;Dig;;Litleo
12209;;False;;63;False;False;Psychic Fangs;;Litleo
12210;;False;;66;False;False;Body Slam;;Litleo
12211;;False;;70;False;False;Sleep Talk;;Litleo
12212;;False;;85;False;False;Rest;;Litleo
12213;;False;;87;False;False;Taunt;;Litleo
12214;;False;;103;False;False;Substitute;;Litleo
12215;;False;;107;False;False;Will-O-Wisp;;Litleo
12216;;False;;118;False;False;Heat Wave;;Litleo
12217;;False;;130;False;False;Helping Hand;;Litleo
12218;;False;;141;False;False;Fire Blast;;Litleo
12219;;False;;147;False;False;Wild Charge;;Litleo
12220;;False;;165;True;False;Flare Blitz;;Litleo
12221;;False;;168;False;False;Solar Beam;;Litleo
12222;;False;;171;False;False;Tera Blast;;Litleo
12223;;False;;;True;False;Entrainment;;Litleo
12224;;False;;;True;False;Yawn;;Litleo
12225;1;False;;;False;False;Ember;;Pyroar
12226;1;False;;163;False;False;Hyper Beam;;Pyroar
12227;1;False;;;False;False;Leer;;Pyroar
12228;1;False;;;False;False;Tackle;;Pyroar
12229;1;False;;;False;False;Work Up;;Pyroar
12230;11;False;;;False;False;Headbutt;;Pyroar
12231;15;False;;;False;False;Noble Roar;;Pyroar
12232;20;False;;01;False;False;Take Down;;Pyroar
12233;23;False;;08;False;False;Fire Fang;;Pyroar
12234;28;False;;;False;False;Endeavor;;Pyroar
12235;33;False;;;False;False;Echoed Voice;;Pyroar
12236;38;False;;125;False;False;Flamethrower;;Pyroar
12237;42;False;;108;False;False;Crunch;;Pyroar
12238;48;False;;117;False;False;Hyper Voice;;Pyroar
12239;51;False;;;False;False;Incinerate;;Pyroar
12240;57;False;;157;False;False;Overheat;;Pyroar
12241;;False;;05;False;False;Mud-Slap;;Pyroar
12242;;False;;07;False;False;Protect;;Pyroar
12243;;False;;09;False;False;Thunder Fang;;Pyroar
12244;;False;;14;False;False;Acrobatics;;Pyroar
12245;;False;;18;False;False;Thief;;Pyroar
12246;;False;;20;False;False;Trailblaze;;Pyroar
12247;;False;;24;True;False;Fire Spin;;Pyroar
12248;;False;;25;False;False;Facade;;Pyroar
12249;;False;;28;False;False;Bulldoze;;Pyroar
12250;;False;;30;False;False;Snarl;;Pyroar
12251;;False;;32;False;False;Swift;;Pyroar
12252;;False;;38;False;False;Flame Charge;;Pyroar
12253;;False;;47;False;False;Endure;;Pyroar
12254;;False;;49;False;False;Sunny Day;;Pyroar
12255;;False;;50;False;False;Rain Dance;;Pyroar
12256;;False;;55;False;False;Dig;;Pyroar
12257;;False;;63;False;False;Psychic Fangs;;Pyroar
12258;;False;;66;False;False;Body Slam;;Pyroar
12259;;False;;70;False;False;Sleep Talk;;Pyroar
12260;;False;;85;False;False;Rest;;Pyroar
12261;;False;;87;False;False;Taunt;;Pyroar
12262;;False;;94;False;False;Dark Pulse;;Pyroar
12263;;False;;103;False;False;Substitute;;Pyroar
12264;;False;;107;False;False;Will-O-Wisp;;Pyroar
12265;;False;;118;False;False;Heat Wave;;Pyroar
12266;;False;;130;False;False;Helping Hand;;Pyroar
12267;;False;;141;False;False;Fire Blast;;Pyroar
12268;;False;;147;False;False;Wild Charge;;Pyroar
12269;;False;;152;False;False;Giga Impact;;Pyroar
12270;;False;;165;True;False;Flare Blitz;;Pyroar
12271;;False;;168;False;False;Solar Beam;;Pyroar
12272;;False;;171;False;False;Tera Blast;;Pyroar
12273;;False;;;True;False;Entrainment;;Pyroar
12274;;False;;;True;False;Yawn;;Pyroar
12275;1;False;;;False;False;Fairy Wind;;Floette
12276;1;False;;;False;False;Tackle;;Floette
12277;1;False;;;False;False;Vine Whip;;Floette
12278;10;False;;;False;False;Safeguard;;Floette
12279;15;False;;;False;False;Razor Leaf;;Floette
12280;20;False;;;False;False;Wish;;Floette
12281;25;False;;33;False;False;Magical Leaf;;Floette
12282;27;False;;137;False;False;Grassy Terrain;;Floette
12283;33;False;;;False;False;Petal Blizzard;;Floette
12284;38;False;;;False;False;Synthesis;;Floette
12285;43;False;;139;False;False;Misty Terrain;;Floette
12286;46;False;;;False;False;Moonblast;;Floette
12287;51;False;;;False;False;Petal Dance;;Floette
12288;58;False;;168;False;False;Solar Beam;;Floette
12289;;False;;02;False;False;Charm;;Floette
12290;;False;;07;False;False;Protect;;Floette
12291;;False;;19;False;False;Disarming Voice;;Floette
12292;;False;;20;False;False;Trailblaze;;Floette
12293;;False;;22;False;False;Chilling Water;;Floette
12294;;False;;25;False;False;Facade;;Floette
12295;;False;;32;False;False;Swift;;Floette
12296;;False;;37;False;False;Draining Kiss;;Floette
12297;;False;;41;False;False;Stored Power;;Floette
12298;;False;;47;False;False;Endure;;Floette
12299;;False;;49;False;False;Sunny Day;;Floette
12300;;False;;50;False;False;Rain Dance;;Floette
12301;;False;;70;False;False;Sleep Talk;;Floette
12302;;False;;71;False;False;Seed Bomb;;Floette
12303;;False;;75;False;False;Light Screen;;Floette
12304;;False;;79;False;False;Dazzling Gleam;;Floette
12305;;False;;80;False;False;Metronome;;Floette
12306;;False;;81;False;False;Grass Knot;;Floette
12307;;False;;85;False;False;Rest;;Floette
12308;;False;;98;False;False;Skill Swap;;Floette
12309;;False;;103;False;False;Substitute;;Floette
12310;;False;;109;False;False;Trick;;Floette
12311;;False;;111;False;False;Giga Drain;;Floette
12312;;False;;119;False;False;Energy Ball;;Floette
12313;;False;;120;False;False;Psychic;;Floette
12314;;False;;129;False;False;Calm Mind;;Floette
12315;;False;;130;False;False;Helping Hand;;Floette
12316;;False;;131;False;False;Pollen Puff;;Floette
12317;;False;;132;False;False;Baton Pass;;Floette
12318;;False;;171;False;False;Tera Blast;;Floette
12319;;False;;;True;False;Copycat;;Floette
12320;;False;;;True;False;Endeavor;;Floette
12321;;False;;;True;False;Tearful Look;;Floette
12322;1;False;;;False;False;Growth;;Skiddo
12323;1;False;;;False;False;Tackle;;Skiddo
12324;7;False;;;False;False;Vine Whip;;Skiddo
12325;9;False;;;False;False;Tail Whip;;Skiddo
12326;12;False;;;False;False;Leech Seed;;Skiddo
12327;13;False;;;False;False;Razor Leaf;;Skiddo
12328;16;False;;;False;False;Worry Seed;;Skiddo
12329;20;False;;;False;False;Synthesis;;Skiddo
12330;22;False;;01;False;False;Take Down;;Skiddo
12331;26;False;;28;False;False;Bulldoze;;Skiddo
12332;30;False;;71;False;False;Seed Bomb;;Skiddo
12333;34;False;;64;False;False;Bulk Up;;Skiddo
12334;38;False;;;False;False;Double-Edge;;Skiddo
12335;42;False;;;False;False;Horn Leech;;Skiddo
12336;45;False;;;False;False;Leaf Blade;;Skiddo
12337;;False;;05;False;False;Mud-Slap;;Skiddo
12338;;False;;07;False;False;Protect;;Skiddo
12339;;False;;20;False;False;Trailblaze;;Skiddo
12340;;False;;25;False;False;Facade;;Skiddo
12341;;False;;33;False;False;Magical Leaf;;Skiddo
12342;;False;;35;False;False;Mud Shot;;Skiddo
12343;;False;;47;False;False;Endure;;Skiddo
12344;;False;;49;False;False;Sunny Day;;Skiddo
12345;;False;;50;False;False;Rain Dance;;Skiddo
12346;;False;;55;False;False;Dig;;Skiddo
12347;;False;;56;False;False;Bullet Seed;;Skiddo
12348;;False;;58;False;False;Brick Break;;Skiddo
12349;;False;;59;False;False;Zen Headbutt;;Skiddo
12350;;False;;66;False;False;Body Slam;;Skiddo
12351;;False;;70;False;False;Sleep Talk;;Skiddo
12352;;False;;81;False;False;Grass Knot;;Skiddo
12353;;False;;84;False;False;Stomping Tantrum;;Skiddo
12354;;False;;85;False;False;Rest;;Skiddo
12355;;False;;86;False;False;Rock Slide;;Skiddo
12356;;False;;103;False;False;Substitute;;Skiddo
12357;;False;;111;False;False;Giga Drain;;Skiddo
12358;;False;;119;False;False;Energy Ball;;Skiddo
12359;;False;;123;False;False;Surf;;Skiddo
12360;;False;;127;False;False;Play Rough;;Skiddo
12361;;False;;130;False;False;Helping Hand;;Skiddo
12362;;False;;137;True;False;Grassy Terrain;;Skiddo
12363;;False;;147;False;False;Wild Charge;;Skiddo
12364;;False;;159;False;False;Leaf Storm;;Skiddo
12365;;False;;168;False;False;Solar Beam;;Skiddo
12366;;False;;171;False;False;Tera Blast;;Skiddo
12367;;False;;;True;False;Defense Curl;;Skiddo
12368;;False;;;True;False;Milk Drink;;Skiddo
12369;;False;;;True;False;Rollout;;Skiddo
12370;1;False;;19;False;False;Disarming Voice;;Florges
12371;1;False;;81;False;False;Grass Knot;;Florges
12372;1;False;;137;False;False;Grassy Terrain;;Florges
12373;1;False;;33;False;False;Magical Leaf;;Florges
12374;1;False;;139;False;False;Misty Terrain;;Florges
12375;1;False;;;False;False;Petal Blizzard;;Florges
12376;1;False;;;False;False;Petal Dance;;Florges
12377;1;False;;;False;False;Safeguard;;Florges
12378;1;False;;168;False;False;Solar Beam;;Florges
12379;1;False;;;False;False;Synthesis;;Florges
12380;1;False;;;False;False;Wish;;Florges
12381;5;False;;;False;False;Moonblast;;Florges
12382;;False;;02;False;False;Charm;;Florges
12383;;False;;07;False;False;Protect;;Florges
12384;;False;;20;False;False;Trailblaze;;Florges
12385;;False;;22;False;False;Chilling Water;;Florges
12386;;False;;25;False;False;Facade;;Florges
12387;;False;;32;False;False;Swift;;Florges
12388;;False;;37;False;False;Draining Kiss;;Florges
12389;;False;;41;False;False;Stored Power;;Florges
12390;;False;;47;False;False;Endure;;Florges
12391;;False;;49;False;False;Sunny Day;;Florges
12392;;False;;50;False;False;Rain Dance;;Florges
12393;;False;;70;False;False;Sleep Talk;;Florges
12394;;False;;71;False;False;Seed Bomb;;Florges
12395;;False;;75;False;False;Light Screen;;Florges
12396;;False;;79;False;False;Dazzling Gleam;;Florges
12397;;False;;80;False;False;Metronome;;Florges
12398;;False;;85;False;False;Rest;;Florges
12399;;False;;98;False;False;Skill Swap;;Florges
12400;;False;;103;False;False;Substitute;;Florges
12401;;False;;109;False;False;Trick;;Florges
12402;;False;;111;False;False;Giga Drain;;Florges
12403;;False;;119;False;False;Energy Ball;;Florges
12404;;False;;120;False;False;Psychic;;Florges
12405;;False;;129;False;False;Calm Mind;;Florges
12406;;False;;130;False;False;Helping Hand;;Florges
12407;;False;;131;False;False;Pollen Puff;;Florges
12408;;False;;132;False;False;Baton Pass;;Florges
12409;;False;;152;False;False;Giga Impact;;Florges
12410;;False;;163;False;False;Hyper Beam;;Florges
12411;;False;;171;False;False;Tera Blast;;Florges
12412;;False;;;True;False;Copycat;;Florges
12413;;False;;;True;False;Endeavor;;Florges
12414;;False;;;True;False;Tearful Look;;Florges
12415;1;False;;149;False;False;Earthquake;;Gogoat
12416;1;False;;;False;False;Growth;;Gogoat
12417;1;False;;;False;False;Tackle;;Gogoat
12418;1;False;;;False;False;Tail Whip;;Gogoat
12419;1;False;;;False;False;Vine Whip;;Gogoat
12420;12;False;;;False;False;Leech Seed;;Gogoat
12421;13;False;;;False;False;Razor Leaf;;Gogoat
12422;16;False;;;False;False;Worry Seed;;Gogoat
12423;20;False;;;False;False;Synthesis;;Gogoat
12424;22;False;;01;False;False;Take Down;;Gogoat
12425;26;False;;28;False;False;Bulldoze;;Gogoat
12426;30;False;;71;False;False;Seed Bomb;;Gogoat
12427;34;False;;64;False;False;Bulk Up;;Gogoat
12428;40;False;;;False;False;Double-Edge;;Gogoat
12429;47;False;;;False;False;Horn Leech;;Gogoat
12430;55;False;;;False;False;Leaf Blade;;Gogoat
12431;58;False;;;True;False;Milk Drink;;Gogoat
12432;;False;;05;False;False;Mud-Slap;;Gogoat
12433;;False;;07;False;False;Protect;;Gogoat
12434;;False;;20;False;False;Trailblaze;;Gogoat
12435;;False;;25;False;False;Facade;;Gogoat
12436;;False;;27;False;False;Aerial Ace;;Gogoat
12437;;False;;33;False;False;Magical Leaf;;Gogoat
12438;;False;;35;False;False;Mud Shot;;Gogoat
12439;;False;;47;False;False;Endure;;Gogoat
12440;;False;;49;False;False;Sunny Day;;Gogoat
12441;;False;;50;False;False;Rain Dance;;Gogoat
12442;;False;;55;False;False;Dig;;Gogoat
12443;;False;;56;False;False;Bullet Seed;;Gogoat
12444;;False;;58;False;False;Brick Break;;Gogoat
12445;;False;;59;False;False;Zen Headbutt;;Gogoat
12446;;False;;66;False;False;Body Slam;;Gogoat
12447;;False;;70;False;False;Sleep Talk;;Gogoat
12448;;False;;81;False;False;Grass Knot;;Gogoat
12449;;False;;84;False;False;Stomping Tantrum;;Gogoat
12450;;False;;85;False;False;Rest;;Gogoat
12451;;False;;86;False;False;Rock Slide;;Gogoat
12452;;False;;103;False;False;Substitute;;Gogoat
12453;;False;;111;False;False;Giga Drain;;Gogoat
12454;;False;;119;False;False;Energy Ball;;Gogoat
12455;;False;;123;False;False;Surf;;Gogoat
12456;;False;;127;False;False;Play Rough;;Gogoat
12457;;False;;130;False;False;Helping Hand;;Gogoat
12458;;False;;137;True;False;Grassy Terrain;;Gogoat
12459;;False;;147;False;False;Wild Charge;;Gogoat
12460;;False;;152;False;False;Giga Impact;;Gogoat
12461;;False;;159;False;False;Leaf Storm;;Gogoat
12462;;False;;163;False;False;Hyper Beam;;Gogoat
12463;;False;;168;False;False;Solar Beam;;Gogoat
12464;;False;;171;False;False;Tera Blast;;Gogoat
12465;;False;;;True;False;Defense Curl;;Gogoat
12466;;False;;;True;False;Rollout;;Gogoat
12467;1;False;;;False;False;Smokescreen;;Skrelp
12468;1;False;;;False;False;Tackle;;Skrelp
12469;5;False;;;False;False;Acid;;Skrelp
12470;10;False;;;False;False;Water Gun;;Skrelp
12471;15;False;;;False;False;Tail Whip;;Skrelp
12472;20;False;;;False;False;Double Team;;Skrelp
12473;25;False;;26;False;False;Poison Tail;;Skrelp
12474;30;False;;11;False;False;Water Pulse;;Skrelp
12475;35;False;;;False;False;Toxic;;Skrelp
12476;40;False;;115;False;False;Dragon Pulse;;Skrelp
12477;45;False;;;False;False;Aqua Tail;;Skrelp
12478;50;False;;148;False;False;Sludge Bomb;;Skrelp
12479;55;False;;142;False;False;Hydro Pump;;Skrelp
12480;;False;;01;False;False;Take Down;;Skrelp
12481;;False;;05;False;False;Mud-Slap;;Skrelp
12482;;False;;06;False;False;Scary Face;;Skrelp
12483;;False;;07;False;False;Protect;;Skrelp
12484;;False;;13;False;False;Acid Spray;;Skrelp
12485;;False;;18;False;False;Thief;;Skrelp
12486;;False;;22;False;False;Chilling Water;;Skrelp
12487;;False;;25;False;False;Facade;;Skrelp
12488;;False;;34;False;False;Icy Wind;;Skrelp
12489;;False;;35;False;False;Mud Shot;;Skrelp
12490;;False;;44;True;False;Dragon Tail;;Skrelp
12491;;False;;45;False;False;Venoshock;;Skrelp
12492;;False;;47;False;False;Endure;;Skrelp
12493;;False;;50;False;False;Rain Dance;;Skrelp
12494;;False;;52;False;False;Snowscape;;Skrelp
12495;;False;;70;False;False;Sleep Talk;;Skrelp
12496;;False;;77;False;False;Waterfall;;Skrelp
12497;;False;;85;False;False;Rest;;Skrelp
12498;;False;;91;False;False;Toxic Spikes;;Skrelp
12499;;False;;102;False;False;Gunk Shot;;Skrelp
12500;;False;;103;False;False;Substitute;;Skrelp
12501;;False;;110;False;False;Liquidation;;Skrelp
12502;;False;;114;False;False;Shadow Ball;;Skrelp
12503;;False;;123;False;False;Surf;;Skrelp
12504;;False;;126;False;False;Thunderbolt;;Skrelp
12505;;False;;127;False;False;Play Rough;;Skrelp
12506;;False;;156;False;False;Outrage;;Skrelp
12507;;False;;171;False;False;Tera Blast;;Skrelp
12508;;False;;;True;False;Acid Armor;;Skrelp
12509;;False;;;True;False;Haze;;Skrelp
12510;;False;;;True;False;Twister;;Skrelp
12511;1;False;;;False;False;Acid;;Dragalge
12512;1;False;;;False;False;Smokescreen;;Dragalge
12513;1;False;;;False;False;Tackle;;Dragalge
12514;1;False;;;False;False;Water Gun;;Dragalge
12515;15;False;;;False;False;Tail Whip;;Dragalge
12516;20;False;;;False;False;Double Team;;Dragalge
12517;25;False;;26;False;False;Poison Tail;;Dragalge
12518;30;False;;11;False;False;Water Pulse;;Dragalge
12519;35;False;;;False;False;Toxic;;Dragalge
12520;40;False;;115;False;False;Dragon Pulse;;Dragalge
12521;45;False;;;False;False;Aqua Tail;;Dragalge
12522;52;False;;148;False;False;Sludge Bomb;;Dragalge
12523;59;False;;142;False;False;Hydro Pump;;Dragalge
12524;66;False;;156;False;False;Outrage;;Dragalge
12525;;False;;01;False;False;Take Down;;Dragalge
12526;;False;;05;False;False;Mud-Slap;;Dragalge
12527;;False;;06;False;False;Scary Face;;Dragalge
12528;;False;;07;False;False;Protect;;Dragalge
12529;;False;;13;False;False;Acid Spray;;Dragalge
12530;;False;;18;False;False;Thief;;Dragalge
12531;;False;;22;False;False;Chilling Water;;Dragalge
12532;;False;;25;False;False;Facade;;Dragalge
12533;;False;;34;False;False;Icy Wind;;Dragalge
12534;;False;;35;False;False;Mud Shot;;Dragalge
12535;;False;;45;False;False;Venoshock;;Dragalge
12536;;False;;47;False;False;Endure;;Dragalge
12537;;False;;50;False;False;Rain Dance;;Dragalge
12538;;False;;52;False;False;Snowscape;;Dragalge
12539;;False;;70;False;False;Sleep Talk;;Dragalge
12540;;False;;77;False;False;Waterfall;;Dragalge
12541;;False;;85;False;False;Rest;;Dragalge
12542;;False;;91;False;False;Toxic Spikes;;Dragalge
12543;;False;;102;False;False;Gunk Shot;;Dragalge
12544;;False;;103;False;False;Substitute;;Dragalge
12545;;False;;110;False;False;Liquidation;;Dragalge
12546;;False;;114;False;False;Shadow Ball;;Dragalge
12547;;False;;123;False;False;Surf;;Dragalge
12548;;False;;126;False;False;Thunderbolt;;Dragalge
12549;;False;;127;False;False;Play Rough;;Dragalge
12550;;False;;152;False;False;Giga Impact;;Dragalge
12551;;False;;158;False;False;Focus Blast;;Dragalge
12552;;False;;163;False;False;Hyper Beam;;Dragalge
12553;;False;;166;False;False;Thunder;;Dragalge
12554;;False;;169;False;False;Draco Meteor;;Dragalge
12555;;False;;171;False;False;Tera Blast;;Dragalge
12556;;False;;;True;False;Acid Armor;;Dragalge
12557;;False;;;True;False;Dragon Tail;;Dragalge
12558;;False;;;True;False;Haze;;Dragalge
12559;;False;;;True;False;Twister;;Dragalge
12560;1;False;;;False;False;Splash;;Clauncher
12561;1;False;;;False;False;Water Gun;;Clauncher
12562;5;False;;;False;False;Vise Grip;;Clauncher
12563;10;False;;;False;False;Flail;;Clauncher
12564;15;False;;;False;False;Aqua Jet;;Clauncher
12565;20;False;;;False;False;Smack Down;;Clauncher
12566;25;False;;;False;False;Hone Claws;;Clauncher
12567;30;False;;11;False;False;Water Pulse;;Clauncher
12568;35;False;;88;False;False;Swords Dance;;Clauncher
12569;40;False;;112;False;False;Aura Sphere;;Clauncher
12570;45;False;;;False;False;Bounce;;Clauncher
12571;50;False;;;False;False;Muddy Water;;Clauncher
12572;55;False;;;False;False;Crabhammer;;Clauncher
12573;;False;;01;False;False;Take Down;;Clauncher
12574;;False;;05;False;False;Mud-Slap;;Clauncher
12575;;False;;07;False;False;Protect;;Clauncher
12576;;False;;18;False;False;Thief;;Clauncher
12577;;False;;21;False;False;Pounce;;Clauncher
12578;;False;;22;False;False;Chilling Water;;Clauncher
12579;;False;;25;False;False;Facade;;Clauncher
12580;;False;;34;False;False;Icy Wind;;Clauncher
12581;;False;;35;False;False;Mud Shot;;Clauncher
12582;;False;;45;False;False;Venoshock;;Clauncher
12583;;False;;47;False;False;Endure;;Clauncher
12584;;False;;50;False;False;Rain Dance;;Clauncher
12585;;False;;60;False;False;U-turn;;Clauncher
12586;;False;;70;False;False;Sleep Talk;;Clauncher
12587;;False;;77;False;False;Waterfall;;Clauncher
12588;;False;;85;False;False;Rest;;Clauncher
12589;;False;;86;False;False;Rock Slide;;Clauncher
12590;;False;;93;False;False;Flash Cannon;;Clauncher
12591;;False;;94;False;False;Dark Pulse;;Clauncher
12592;;False;;103;False;False;Substitute;;Clauncher
12593;;False;;110;False;False;Liquidation;;Clauncher
